Date of requirement,Region,Country,PET bottle capacity,Type,PET bottle weight (grams),Volume (Million Pieces)
11/5/2019,Asia,China,16 OZ,STANDARD,16.08,35.83
11/5/2019,EUR,Netherlands,15cl,Slim,8.50,48.38
11/5/2019,EUR,Portugal,25oz,BIG CAN,24.66,93.69
11/5/2019,EUR,Belgium,330ml,Standard,12.78,60.15
11/5/2019,South America,Panama,500ml,Standard,16.93,53.35
11/6/2019,EUR,UK,33cl,Standard,11.90,36.46
11/6/2019,South America,Colombia,9Oz,Sleek,15.64,2.86
11/6/2019,EUR,Poland,16 OZ,Standard,15.13,0.08
11/6/2019,EUR,Belgium,8oz Sleek,SLEEK,11.03,161.98
11/6/2019,South America,Colombia,32oz,BIG CAN,27.55,194.86
11/6/2019,EUR,Czech Republic,33cl,Standard,11.90,112.34
11/6/2019,South America,Colombia,10.5Oz,Slim,12.85,228.57
11/6/2019,South America,Colombia,12 OZ,SLEEK,13.79,32.23
11/6/2019,EUR,Germany,310ml,Sleek,12.26,138.63
11/7/2019,North America,US,8 OZ,SLEEK,11.03,2.54
11/7/2019,North America,US,16 OZ,STANDARD,15.82,112.45
11/7/2019,South America,Panama,50cl,Standard,14.60,113.72
11/7/2019,South America,Peru,33cl,Standard,11.90,38.13
11/7/2019,South America,Panama,355ml,Standard,13.09,7.49
11/7/2019,EUR,Belgium,16Oz,Standard,15.00,36.60
11/8/2019,EUR,Belgium,32oz,BIG CAN,27.55,109.03
11/8/2019,EUR,France,25 OZ,STANDARD,25.27,18.60
11/8/2019,South America,Peru,12Oz,Standard,13.00,26.23
11/9/2019,EUR,Spain,11Oz,Standard,12.36,5.49
11/9/2019,South America,Argentina,12Oz,Standard,13.00,45.75
11/9/2019,South America,Colombia,44cl,Standard,13.90,60.23
11/9/2019,Asia,China,25oz,BIG CAN,24.66,138.38
11/9/2019,Asia,Korea,16 OZ,STANDARD,16.08,109.25
11/9/2019,South America,Peru,25cl,Slim,10.40,116.47
11/9/2019,EUR,Portugal,44cl,Standard,13.90,33.65
11/10/2019,North America,US,16 OZ,STANDARD,15.92,15.22
11/10/2019,Asia,China,25oz,BIG CAN,24.66,91.58
11/10/2019,Asia,Korea,10 OZ,SLEEK,12.83,138.58
11/10/2019,EUR,Czech Republic,19Oz,Standard,16.56,69.88
11/10/2019,South America,Peru,15cl,Slim,8.50,41.46
11/10/2019,South America,Argentina,32oz,BIG CAN,27.55,20.15
11/10/2019,EUR,Czech Republic,25 OZ,STANDARD,25.27,17.97
11/10/2019,Asia,Korea,8 OZ,SLEEK,11.03,23.47
11/11/2019,EUR,Netherlands,8 OZ,SLEEK,11.03,57.58
11/11/2019,South America,Peru,19Oz,Standard,16.56,228.21
11/11/2019,South America,Argentina,25 OZ,STANDARD,25.27,46.94
11/11/2019,North America,CA,10 OZ,SLEEK,12.83,22.69
11/12/2019,EUR,Czech Republic,25cl,Slim,10.40,141.90
11/12/2019,Asia,Japan,12 OZ,SLEEK,13.79,55.42
11/12/2019,South America,Brasil,9Oz,Sleek,11.12,0.53
11/12/2019,South America,Peru,50cl,Standard,14.60,2.70
11/13/2019,Asia,China,330ml,Standard,13.00,23.42
11/13/2019,South America,Peru,11Oz,Standard,12.36,30.14
11/13/2019,EUR,Belgium,16Oz,Standard,15.00,7.56
11/13/2019,EUR,Portugal,10.5Oz,Slim,12.85,6.22
11/14/2019,South America,Panama,12 OZ,SLEEK,13.79,72.54
11/14/2019,EUR,Czech Republic,12oz Sleek,SLEEK,13.79,44.06
11/14/2019,Asia,China,270ml,Sleek,13.08,61.97
11/14/2019,Asia,China,11Oz,Standard,12.36,3.56
11/14/2019,EUR,UK,"56,8cl",Standard,18.20,56.33
11/15/2019,South America,Brasil,25 OZ,STANDARD,25.27,88.27
11/15/2019,EUR,Czech Republic,25 OZ,STANDARD,25.27,70.81
11/15/2019,EUR,Portugal,32oz,BIG CAN,27.55,40.43
11/15/2019,South America,Colombia,10 OZ,SLEEK,12.83,196.47
11/15/2019,South America,Panama,12Oz,Standard,13.00,103.58
11/16/2019,EUR,Spain,15cl,Slim,8.50,4.21
11/16/2019,EUR,Spain,500ml,Standard,16.93,178.44
11/16/2019,EUR,Germany,11 OZ,Standard,13.38,42.61
11/16/2019,North America,CA,10.5Oz,Slim,12.85,66.92
11/16/2019,North America,CA,"56,8cl",Standard,18.20,51.62
11/16/2019,South America,Paraguay,10.5Oz,Slim,12.85,22.89
11/16/2019,EUR,Belgium,330ml,Standard,12.78,10.80
11/17/2019,South America,Chile,16Oz,Standard,15.00,112.73
11/17/2019,North America,US,310ml,Sleek,12.26,112.95
11/17/2019,South America,Brasil,11Oz,Standard,12.36,182.01
11/17/2019,EUR,Portugal,25oz,BIG CAN,24.66,3.07
11/17/2019,South America,Brasil,25oz,BIG CAN,24.66,1.35
11/17/2019,Asia,Korea,8 OZ,SLEEK,11.03,138.64
11/17/2019,South America,Panama,10.5Oz,Slim,12.85,75.80
11/17/2019,South America,Panama,500ml,Standard,16.93,96.15
11/17/2019,Asia,Korea,12 OZ,SLEEK,13.79,9.66
11/18/2019,North America,US,12 OZ,SLEEK,13.79,70.58
11/18/2019,EUR,Germany,12oz Sleek,SLEEK,13.79,6.70
11/18/2019,South America,Colombia,8 OZ,SLEEK,11.03,112.07
11/18/2019,South America,Argentina,310ml,Sleek,12.26,181.67
11/18/2019,EUR,Germany,330ml,Standard,12.78,174.19
11/18/2019,South America,Chile,16Oz,Standard,15.00,11.65
11/18/2019,South America,Peru,19Oz,Standard,16.56,31.22
11/18/2019,EUR,Netherlands,9Oz,Sleek,11.12,33.62
11/18/2019,North America,CA,355ml,Standard,13.09,93.58
11/19/2019,EUR,France,24 OZ,Standard,22.81,52.05
11/19/2019,North America,US,355ml,Standard,13.09,89.81
11/19/2019,EUR,Portugal,15cl,Slim,8.50,128.72
11/19/2019,South America,Brasil,330ml,Standard,12.78,38.60
11/19/2019,Asia,Korea,355ml,Standard,13.09,41.47
11/19/2019,Asia,Japan,44cl,Standard,13.90,31.05
11/19/2019,Asia,Korea,12Oz,Standard,13.00,145.10
11/19/2019,South America,Panama,"56,8cl",Standard,18.20,43.84
11/19/2019,Asia,Japan,16 OZ,STANDARD,16.08,77.74
11/19/2019,South America,Argentina,270ml,Sleek,13.08,38.86
11/19/2019,South America,Colombia,10 OZ,SLEEK,12.83,54.82
11/20/2019,North America,CA,16 OZ,STANDARD,16.08,88.64
11/20/2019,Asia,Japan,16Oz,Standard,15.00,60.96
11/20/2019,EUR,Portugal,8 OZ,SLEEK,11.03,101.37
11/20/2019,South America,Peru,8oz Sleek,SLEEK,11.03,9.68
11/20/2019,EUR,Germany,50cl,Standard,14.60,13.65
11/21/2019,EUR,Belgium,15cl,Slim,8.50,2.53
11/21/2019,EUR,UK,50cl,Standard,14.60,22.36
11/21/2019,Asia,China,500ml,Standard,16.93,14.37
11/21/2019,South America,Chile,270ml,Sleek,13.08,82.08
11/21/2019,South America,Paraguay,270ml,Sleek,13.08,55.22
11/21/2019,South America,Brasil,270ml,Sleek,13.08,166.51
11/21/2019,South America,Chile,8 OZ,SLEEK,11.03,27.08
11/21/2019,EUR,UK,330ml,Standard,12.78,110.37
11/22/2019,EUR,UK,50cl,Standard,15.20,61.64
11/22/2019,EUR,UK,50cl,Standard,15.20,85.13
11/22/2019,South America,Brasil,25 OZ,STANDARD,25.27,23.07
11/22/2019,EUR,Netherlands,11 OZ,Standard,13.38,50.33
11/22/2019,EUR,France,33cl,Standard,11.90,37.60
11/23/2019,Asia,China,270ml,Sleek,13.08,25.34
11/23/2019,South America,Chile,10.5Oz,Slim,12.85,247.49
11/23/2019,EUR,Belgium,15cl,Slim,8.50,83.04
11/23/2019,South America,Colombia,8 OZ,SLEEK,11.03,27.54
11/23/2019,South America,Brasil,270ml,Sleek,13.08,54.11
11/23/2019,South America,Panama,500ml,Standard,16.93,4.73
11/23/2019,EUR,Belgium,310ml,Sleek,12.26,89.46
11/24/2019,EUR,Belgium,50cl,Standard,14.60,27.01
11/24/2019,North America,CA,8oz Sleek,SLEEK,11.03,94.63
11/24/2019,EUR,Netherlands,25 OZ,STANDARD,25.27,92.93
11/24/2019,South America,Argentina,25 OZ,STANDARD,25.27,12.81
11/24/2019,South America,Argentina,10 OZ,SLEEK,12.83,52.88
11/25/2019,North America,US,25 OZ,STANDARD,24.66,27.30
11/25/2019,South America,Argentina,19Oz,Standard,16.56,13.95
11/25/2019,EUR,Portugal,8 OZ,SLEEK,11.03,230.21
11/25/2019,South America,Panama,310ml,Sleek,12.26,79.26
11/25/2019,North America,CA,50cl,Standard,14.60,14.45
11/25/2019,EUR,UK,11 OZ,Standard,13.38,78.32
11/25/2019,EUR,UK,500ml,Standard,16.93,125.38
11/25/2019,Asia,Japan,15cl,Slim,8.50,49.09
11/25/2019,South America,Colombia,8 OZ,SLEEK,11.03,19.48
11/25/2019,EUR,UK,25cl,Slim,10.40,110.58
11/25/2019,North America,CA,"56,8cl",Standard,18.20,122.18
11/25/2019,EUR,Netherlands,12 OZ,SLEEK,13.79,33.32
11/26/2019,South America,Argentina,32oz,BIG CAN,27.55,49.08
11/26/2019,EUR,France,310ml,Sleek,12.26,105.81
11/26/2019,South America,Chile,11Oz,Standard,12.36,67.17
11/26/2019,Asia,Japan,32oz,BIG CAN,27.55,81.55
11/27/2019,North America,US,25 OZ,STANDARD,24.66,18.06
11/27/2019,Asia,Japan,10.5Oz,Slim,12.85,122.78
11/27/2019,North America,CA,355ml,Standard,13.09,108.91
11/27/2019,South America,Panama,16Oz,Standard,15.00,13.57
11/27/2019,Asia,China,19Oz,Standard,16.56,156.90
11/27/2019,Asia,Japan,500ml,Standard,16.93,149.75
11/27/2019,EUR,Germany,"56,8cl",Standard,18.20,26.33
11/28/2019,North America,CA,12oz,STANDARD,13.60,45.65
11/28/2019,EUR,Czech Republic,19Oz,Standard,16.56,11.05
11/28/2019,EUR,Belgium,330ml,Standard,12.78,157.63
11/28/2019,South America,Panama,24 OZ,Big Can,22.81,226.64
11/28/2019,South America,Panama,9Oz,Sleek,11.12,69.04
11/28/2019,EUR,Germany,355ml,Standard,13.09,41.54
11/28/2019,South America,Argentina,270ml,Sleek,13.08,153.21
11/29/2019,EUR,Netherlands,310ml,Sleek,12.26,96.13
11/29/2019,EUR,Germany,"56,8cl",Standard,18.20,0.72
11/29/2019,South America,Chile,12 OZ,SLEEK,13.79,16.68
11/29/2019,EUR,UK,8oz Sleek,SLEEK,11.03,14.29
11/30/2019,Asia,Korea,25cl,Slim,10.40,203.88
11/30/2019,EUR,Spain,25cl,Slim,10.40,67.83
11/30/2019,Asia,Japan,10.5Oz,Slim,12.85,67.96
11/30/2019,North America,CA,32oz,BIG CAN,27.55,99.81
12/1/2019,EUR,France,8oz Sleek,SLEEK,11.03,65.03
12/1/2019,EUR,UK,11Oz,Standard,12.36,8.88
12/1/2019,EUR,UK,310ml,Sleek,12.26,66.13
12/1/2019,South America,Brasil,9Oz,Sleek,11.12,143.17
12/1/2019,South America,Argentina,8 OZ,SLEEK,11.03,12.54
12/2/2019,EUR,Netherlands,16 OZ,STANDARD,16.08,189.10
12/2/2019,South America,Argentina,310ml,Sleek,12.26,23.59
12/2/2019,North America,CA,9Oz,Sleek,11.12,54.91
12/3/2019,South America,Colombia,44cl,Standard,13.90,93.99
12/3/2019,Asia,Korea,33cl,Standard,11.90,4.97
12/3/2019,EUR,France,24 OZ,Big Can,22.81,7.70
12/4/2019,North America,US,12 OZ,STANDARD,13.40,80.11
12/4/2019,Asia,Japan,"56,8cl",Standard,18.20,5.82
12/4/2019,South America,Panama,15cl,Slim,8.50,49.06
12/4/2019,Asia,Japan,32oz,BIG CAN,27.55,7.28
12/4/2019,EUR,France,11 OZ,Standard,13.38,131.71
12/4/2019,EUR,Portugal,8oz Sleek,SLEEK,11.03,36.28
12/4/2019,Asia,China,355ml,Standard,13.09,199.71
12/4/2019,EUR,UK,50cl,Standard,14.60,75.54
12/5/2019,South America,Colombia,16Oz,Standard,15.00,0.20
12/5/2019,South America,Chile,310ml,Sleek,12.26,149.48
12/5/2019,South America,Peru,44cl,Standard,13.90,113.02
12/5/2019,EUR,Germany,355ml,Standard,13.09,31.34
12/5/2019,EUR,France,50cl,Standard,14.60,13.98
12/5/2019,EUR,Netherlands,25 OZ,STANDARD,25.27,28.33
12/5/2019,North America,CA,10.5Oz,Slim,12.85,126.34
12/5/2019,South America,Peru,"56,8cl",Standard,18.20,4.34
12/5/2019,Asia,Japan,355ml,Standard,13.09,38.45
12/5/2019,South America,Paraguay,12Oz,Standard,13.00,57.44
12/6/2019,South America,Peru,16Oz,Standard,15.00,119.51
12/6/2019,North America,CA,16oz,STANDARD,15.92,10.13
12/6/2019,South America,Panama,25cl,Slim,10.40,4.96
12/6/2019,South America,Colombia,310ml,Sleek,12.26,3.62
12/6/2019,Asia,Japan,50cl,Standard,14.60,38.65
12/6/2019,South America,Peru,44cl,Standard,13.90,1.78
12/6/2019,South America,Brasil,44cl,Standard,13.90,6.59
12/7/2019,Asia,China,500ml,Standard,16.38,48.03
12/7/2019,Asia,Japan,270ml,Sleek,13.08,76.34
12/7/2019,South America,Panama,25cl,Slim,10.40,47.97
12/8/2019,South America,Peru,33cl,Standard,11.90,35.47
12/8/2019,North America,CA,"56,8cl",Standard,18.20,16.68
12/8/2019,EUR,Portugal,500ml,Standard,16.93,97.87
12/8/2019,North America,US,16 OZ,STANDARD,16.08,33.21
12/8/2019,North America,CA,12 OZ,SLEEK,13.79,10.57
12/8/2019,Asia,China,310ml,Sleek,12.26,231.74
12/8/2019,EUR,France,310ml,Sleek,12.26,119.09
12/8/2019,Asia,China,"56,8cl",Standard,18.20,212.09
12/8/2019,South America,Brasil,355ml,Standard,13.09,6.44
12/8/2019,North America,US,270ml,Sleek,13.08,2.75
12/9/2019,North America,CA,32oz,BIG CAN,27.55,127.63
12/9/2019,South America,Chile,12oz Sleek,SLEEK,13.79,34.32
12/9/2019,EUR,Portugal,16Oz,Standard,15.00,49.23
12/10/2019,EUR,UK,50cl,Standard,14.60,72.54
12/10/2019,EUR,Belgium,33cl,Standard,12.50,41.23
12/10/2019,South America,Panama,44cl,Standard,13.90,5.05
12/10/2019,EUR,Germany,9Oz,Sleek,11.12,32.69
12/10/2019,South America,Peru,25oz,BIG CAN,24.66,18.20
12/10/2019,South America,Peru,11Oz,Standard,12.36,3.68
12/10/2019,EUR,France,25 OZ,STANDARD,25.27,86.74
12/10/2019,EUR,Czech Republic,25oz,BIG CAN,24.66,48.31
12/10/2019,EUR,Czech Republic,12 OZ,SLEEK,13.79,1.17
12/10/2019,South America,Peru,44cl,Standard,13.90,17.61
12/11/2019,EUR,UK,11Oz,Standard,12.36,19.85
12/11/2019,South America,Paraguay,310ml,Sleek,12.26,1.34
12/11/2019,EUR,France,12oz Sleek,SLEEK,13.79,138.37
12/11/2019,Asia,Japan,11 OZ,Standard,13.38,200.31
12/11/2019,EUR,UK,25 OZ,STANDARD,25.27,38.62
12/11/2019,EUR,Belgium,16Oz,Standard,15.00,41.23
12/11/2019,South America,Brasil,270ml,Sleek,13.08,114.35
12/11/2019,South America,Chile,12 OZ,SLEEK,13.79,15.55
12/11/2019,EUR,Netherlands,10.5Oz,Slim,12.85,43.26
12/12/2019,North America,CA,310ml,Sleek,12.26,25.35
12/12/2019,EUR,Czech Republic,8oz Sleek,SLEEK,11.03,101.68
12/12/2019,EUR,Portugal,12oz Sleek,SLEEK,13.79,6.31
12/12/2019,Asia,Japan,12 OZ,SLEEK,13.79,56.49
12/12/2019,North America,US,330ml,Standard,12.78,18.04
12/12/2019,Asia,Japan,270ml,Sleek,13.08,64.88
12/12/2019,South America,Peru,12 OZ,SLEEK,13.79,57.23
12/12/2019,South America,Colombia,24 OZ,Big Can,22.81,118.41
12/13/2019,EUR,Belgium,33cl,Sleek,2.50,13.64
12/13/2019,North America,US,12 OZ,STANDARD,13.40,39.29
12/13/2019,North America,CA,355ml,Standard,13.09,114.79
12/14/2019,North America,US,16Oz,Standard,15.00,28.99
12/14/2019,EUR,UK,12oz Sleek,SLEEK,13.79,123.23
12/14/2019,EUR,Belgium,33cl,Standard,11.90,232.96
12/15/2019,EUR,UK,44cl,Standard,13.90,25.31
12/15/2019,EUR,Netherlands,25oz,BIG CAN,24.66,20.08
12/15/2019,Asia,Korea,310ml,Sleek,12.26,69.75
12/16/2019,EUR,UK,33cl,Standard,12.40,6.32
12/16/2019,North America,US,12 OZ,STANDARD,13.46,6.53
12/16/2019,South America,Panama,25 OZ,STANDARD,25.27,0.96
12/16/2019,South America,Panama,"56,8cl",Standard,18.20,206.05
12/16/2019,Asia,Japan,8oz Sleek,SLEEK,11.03,38.44
12/16/2019,South America,Colombia,8oz Sleek,SLEEK,11.03,244.53
12/16/2019,EUR,Germany,12oz Sleek,SLEEK,13.79,157.51
12/17/2019,EUR,Belgium,33cl,Standard,11.90,49.07
12/17/2019,EUR,Germany,50cl,Standard,14.60,37.85
12/17/2019,EUR,France,10 OZ,SLEEK,12.83,12.40
12/17/2019,Asia,China,25oz,BIG CAN,24.66,99.52
12/17/2019,North America,US,19Oz,Standard,16.56,131.28
12/17/2019,South America,Chile,11 OZ,Standard,13.38,25.17
12/17/2019,North America,US,12oz Sleek,SLEEK,13.79,62.29
12/18/2019,South America,Colombia,355ml,Standard,13.09,15.08
12/18/2019,Asia,Japan,11Oz,Standard,12.36,38.13
12/18/2019,South America,Argentina,10.5Oz,Slim,12.85,14.14
12/19/2019,North America,US,12 OZ,STANDARD,13.84,50.05
12/19/2019,North America,US,16Oz,Standard,15.00,4.45
12/19/2019,Asia,Korea,"56,8cl",Standard,18.20,5.23
12/19/2019,South America,Panama,16 OZ,STANDARD,16.08,76.83
12/19/2019,South America,Peru,9Oz,Sleek,11.12,87.66
12/19/2019,South America,Paraguay,33cl,Standard,11.90,61.33
12/19/2019,Asia,Korea,10.5Oz,Slim,12.85,199.15
12/20/2019,Asia,Japan,12oz Sleek,SLEEK,13.79,75.45
12/20/2019,South America,Colombia,8 OZ,SLEEK,11.03,22.99
12/20/2019,EUR,UK,33cl,Standard,11.90,45.74
12/21/2019,North America,US,12 OZ,STANDARD,13.63,114.61
12/21/2019,North America,CA,16oz,STANDARD,15.82,73.12
12/21/2019,South America,Brasil,44cl,Standard,13.90,148.46
12/21/2019,South America,Panama,24 OZ,Big Can,22.81,24.77
12/22/2019,South America,Paraguay,"56,8cl",Standard,18.20,221.35
12/22/2019,South America,Panama,12Oz,Standard,13.00,41.97
12/22/2019,EUR,UK,11 OZ,Standard,13.38,64.58
12/22/2019,Asia,China,11Oz,Standard,12.36,59.62
12/23/2019,North America,US,12 OZ,STANDARD,13.39,31.81
12/23/2019,EUR,Belgium,44cl,Standard,13.90,59.24
12/23/2019,EUR,Belgium,32oz,BIG CAN,27.55,7.39
12/23/2019,North America,CA,10.5Oz,Slim,12.85,13.16
12/23/2019,South America,Colombia,9Oz,Sleek,11.12,13.02
12/23/2019,South America,Paraguay,310ml,Sleek,12.26,40.83
12/23/2019,South America,Peru,355ml,Standard,13.09,12.57
12/23/2019,EUR,Germany,10.5Oz,Slim,12.85,27.64
12/23/2019,South America,Chile,10 OZ,SLEEK,12.83,27.95
12/23/2019,EUR,France,355ml,Standard,13.09,21.83
12/23/2019,EUR,Belgium,33cl,Standard,11.90,64.59
12/24/2019,South America,Brasil,16 OZ,STANDARD,16.08,10.75
12/25/2019,South America,Brasil,16Oz,Standard,15.00,23.18
12/25/2019,Asia,Korea,16 OZ,STANDARD,16.08,43.53
12/25/2019,South America,Peru,8 OZ,SLEEK,11.03,120.52
12/25/2019,Asia,Japan,25cl,Slim,10.40,148.21
12/25/2019,South America,Colombia,10.5Oz,Slim,12.85,243.90
12/25/2019,Asia,Japan,19Oz,Standard,16.56,89.74
12/25/2019,South America,Chile,9Oz,Sleek,11.12,218.85
12/25/2019,South America,Peru,12 OZ,SLEEK,13.79,32.82
12/25/2019,North America,CA,"56,8cl",Standard,18.20,8.51
12/26/2019,North America,US,25 OZ,STANDARD,25.27,17.08
12/26/2019,EUR,Portugal,8 OZ,SLEEK,11.03,12.51
12/26/2019,Asia,Japan,355ml,Standard,13.09,11.44
12/26/2019,Asia,Japan,310ml,Sleek,12.26,6.05
12/26/2019,EUR,France,25cl,Slim,10.40,77.61
12/27/2019,Asia,Korea,16Oz,Standard,15.00,198.79
12/27/2019,EUR,Portugal,19Oz,Standard,16.56,55.36
12/27/2019,South America,Colombia,16Oz,Standard,15.00,62.12
12/27/2019,EUR,Belgium,44cl,Standard,13.90,149.93
12/27/2019,EUR,UK,10.5Oz,Slim,12.85,56.18
12/28/2019,South America,Peru,12Oz,Standard,13.00,146.15
12/28/2019,South America,Panama,24 OZ,Big Can,22.81,205.34
12/28/2019,Asia,China,33cl,Standard,11.90,2.69
12/29/2019,Asia,China,44cl,Standard,13.90,177.14
12/29/2019,North America,CA,500ml,Standard,16.93,113.84
12/29/2019,South America,Panama,11Oz,Standard,12.36,5.59
12/29/2019,Asia,China,19Oz,Standard,16.56,73.01
12/29/2019,EUR,France,11 OZ,Standard,13.38,92.59
12/29/2019,Asia,Japan,12Oz,Standard,13.00,25.09
12/29/2019,South America,Panama,32oz,BIG CAN,27.55,59.69
12/29/2019,EUR,Portugal,25cl,Slim,10.40,105.36
12/30/2019,EUR,France,12 OZ,Standard,13.38,69.94
12/30/2019,EUR,Poland,12 OZ,Standard,13.38,145.85
12/30/2019,EUR,France,8oz Sleek,SLEEK,11.03,17.08
12/30/2019,South America,Colombia,355ml,Standard,13.09,16.15
